CAS,SMILES
124378-77-4,CN([C@H]1CC[C@@]2(CCCO2)C[C@@H]1N3CCCC3)C(=O)Cc4cccc5occc45
145-73-3,[Na+].[Na+].[O-]C(=O)C1C2CCC(O2)C1C([O-])=O
124-07-2,CCCCCCCC(O)=O
17372-87-1,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(Br)C(=O)C(=C3Oc4c(Br)c([O-])c(Br)cc24)Br
133855-98-8,Fc1ccc(cc1)[C@@]2(Cn3cncn3)O[C@H]2c4ccccc4Cl
474-86-2,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc34)[C@@H]1CCC2=O
52479-85-3,Oc1ccc(c(O)c1O)C(=O)c2cc(O)c(O)c(O)c2
129299-90-7,[Cl-].Cc1[nH]cnc1C[C@H]2CCc3n(C2=O)c4ccccc4c3C.[H+]
2610-11-9,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(cc1)N=Nc2ccc(N\N=C\3C(=O)c4ccc(NC(=O)c5ccccc5)cc4C=C3[S]([O-])(=O)=O)cc2
2353-45-9,[Na+].[Na+].CCN(Cc1cccc(c1)[S]([O-])(=O)=O)c2ccc(cc2)[C+](c3ccc(cc3)N(CC)Cc4cccc(c4)[S]([O-])(=O)=O)c5ccc(O)cc5[S]([O-])(=O)=O
2783-94-0,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C2\C(=O)C=Cc3cc(ccc23)[S]([O-])(=O)=O)cc1
49562-28-9,CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c2ccc(Cl)cc2
71283-80-2,CCOC(=O)[C@@H](C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1
111812-58-9,Cn1nc(C)c(\C=N\OCc2ccc(cc2)C(=O)OC(C)(C)C)c1Oc3ccccc3
101-42-8,CN(C)C(=O)Nc1ccccc1
69806-50-4,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1
188489-07-8,CCOC(=O)COc1cc(N2N=CC(=C(C)C2=O)C(F)(F)F)c(F)cc1Cl
72178-02-0,[Na+].C[S](=O)(=O)[N-]C(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O
69806-40-2,COC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1
67485-29-4,CC1(C)CNC(=NC1)N\N=C(/C=C/c2ccc(cc2)C(F)(F)F)\C=C\c3ccc(cc3)C(F)(F)F
52806-53-8,CC(C)(O)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O
630-56-8,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O
186392-65-4,O[C@@H]1CN(C[C@@H]1O)C(=O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)c3[nH]c4ccc(Cl)cc4c3
125225-28-7,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3
25311-71-1,CCO[P](=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C
33820-53-0,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)C(C)C)[N+]([O-])=O
51-30-9,[H+].[Cl-].CC(C)NCC(O)c1ccc(O)c(O)c1
34123-59-6,CC(C)c1ccc(NC(=O)N(C)C)cc1
59227-89-3,CCCCCCCCCCCCN1CCCCCC1=O
1166-52-5,CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
129-73-7,CN(C)c1ccc(cc1)C(c2ccccc2)c3ccc(cc3)N(C)C
51-48-9,NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(O)=O
1634-78-2,CCOC(=O)CC(S[P](=O)(OC)OC)C(=O)OCC
2919-66-6,CC(=O)O[C@]1(C(C)=O)C(=C)C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
41394-05-2,CC1=NN=C(c2ccccc2)C(=O)N1N
100-97-0,C1N2CN3CN1CN(C2)C3
1918-16-7,CC(C)N(C(=O)CCl)c1ccccc1
134-20-3,COC(=O)c1ccccc1N
60207-90-1,CCCC1COC(Cn2cncn2)(O1)c3ccc(Cl)cc3Cl
493-52-7,CN(C)c1ccc(cc1)N=Nc2ccccc2C(O)=O
119-36-8,COC(=O)c1ccccc1O
61-73-4,[Cl-].CN(C)c1ccc2nc3ccc(cc3[s+]c2c1)N(C)C
90-94-8,CN(C)c1ccc(cc1)C(=O)c2ccc(cc2)N(C)C
501-36-0,Oc1ccc(cc1)/C=C/c2cc(O)cc(O)c2
1746-81-2,CON(C)C(=O)Nc1ccc(Cl)cc1
4376-18-5,COC(=O)c1ccccc1C(O)=O
1214-39-7,C(Nc1ncnc2nc[nH]c12)c3ccccc3
103-69-5,CCNc1ccccc1
872-50-4,CN1CCCC1=O
82385-42-0,O.[Na+].[O-][S]1(=NC(=O)c2ccccc12)=O
88-12-0,C=CN1CCCC1=O
63449-68-3,Nc1ccccc1C(=O)Oc2ccc3ccccc3c2
4065-45-6,[Na+].COc1cc(O)c(cc1[S]([O-])(=O)=O)C(=O)c2ccccc2
63612-50-0,CC1(C)NC(=O)N(c2ccc(c(c2)C(F)(F)F)[N+]([O-])=O)C1=O
59-87-0,NC(=O)N/N=C/c1oc(cc1)[N+]([O-])=O
110-25-8,CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC(O)=O
125-13-3,Oc1ccc(cc1)C2(C(=O)Nc3ccccc23)c4ccc(O)cc4
125-31-5,Cc1cc(c(C)cc1O)C2(O[S](=O)(=O)c3ccccc23)c4cc(C)c(O)cc4C
311-45-5,CCO[P](=O)(OCC)Oc1ccc(cc1)[N+]([O-])=O
1114-71-2,CCCCN(CC)C(=O)SCCC
57-30-7,[Na+].CCC1(C(=O)NC(=O)[N-]C1=O)c2ccccc2
143-74-8,Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc(O)cc4
34487-61-1,[Na+].Oc1ccc(cc1)C2(O[S](=O)(=O)c3ccccc23)c4ccc([O-])cc4
81-90-3,Oc1ccc(cc1)C(c2ccc(O)cc2)c3ccccc3C(O)=O
92-84-2,N1c2ccccc2Sc3ccccc13
169590-42-5,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)[S](N)(=O)=O)C(F)(F)F
101-20-2,Clc1ccc(NC(=O)Nc2ccc(Cl)c(Cl)c2)cc1
26259-45-0,CCNc1nc(NC(C)CC)nc(OC)n1
81131-70-6,[Na+].CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC([O-])=O)[C@@H]12
32809-16-8,CC12CC1(C)C(=O)N(C2=O)c3cc(Cl)cc(Cl)c3
1071-93-8,NNC(=O)CCCCC(=O)NN
2312-35-8,CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1
111-40-0,NCCNCCN
181274-15-7,[Na+].CCCOC1=NN(C(=O)N=[S]([O-])(=O)c2ccccc2C(=O)OC)C(=O)N1C
121-79-9,CCCOC(=O)c1cc(O)c(O)c(O)c1
129630-19-9,CCOC(=O)COc1cc(c(F)cc1Cl)c2nn(C)c(OC(F)F)c2Cl
82640-04-8,[H+].[Cl-].Oc1ccc(cc1)c2sc3cc(O)ccc3c2C(=O)c4ccc(OCCN5CCCCC5)cc4
989-38-8,[H+].[Cl-].CCNc1cc2OC3=CC(=NCC)C(=CC3=C(c2cc1C)c4ccccc4C(=O)OCC)C
2597-03-7,CCOC(=O)C(S[P](=S)(OC)OC)c1ccccc1
1176-74-5,[K+].CCOC(=O)c1ccccc1C(c2cc(Br)c([O-])c(Br)c2)=C3C=C(Br)C(=O)C(=C3)Br
2492-26-4,[Na+].[S-]c1sc2ccccc2n1
824-78-2,[Na+].[O-]c1ccc(cc1)[N+]([O-])=O
4418-26-2,[Na+].CC(=O)[C-]1C(=O)OC(=CC1=O)C
41481-66-7,Oc1ccc(cc1CC=C)[S](=O)(=O)c2ccc(O)c(CC=C)c2
57-68-1,Cc1cc(C)nc(N[S](=O)(=O)c2ccc(N)cc2)n1
59-40-5,Nc1ccc(cc1)[S](=O)(=O)Nc2cnc3ccccc3n2
3689-24-5,CCO[P](=S)(OCC)O[P](=S)(OCC)OCC
6259-76-3,CCCCCCOC(=O)c1ccccc1O
149-57-5,CCCCC(CC)C(O)=O
13071-79-9,CCO[P](=S)(OCC)SCSC(C)(C)C
57-85-2,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
67-63-0,CC(C)O
36062-04-1,COc1cc(CCC(=O)CC(=O)CCc2ccc(O)c(OC)c2)ccc1O
83-67-0,Cn1cnc2N(C)C(=O)NC(=O)c12
1156-19-0,Cc1ccc(cc1)[S](=O)(=O)NC(=O)NN2CCCCCC2
24017-47-8,CCO[P](=S)(OCC)Oc1ncn(n1)c2ccccc2
5915-41-3,CCNc1nc(Cl)nc(NC(C)(C)C)n1
112-49-2,COCCOCCOCCOC
64-17-5,CCO
64091-91-4,CN(CCCC(=O)c1cccnc1)N=O
2226-96-2,CC1(C)CC(O)CC(C)(C)N1[O]
3913-02-8,CCCCCCC(CO)CCCC
72-33-3,COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1
105-13-5,COc1ccc(CO)cc1
106-25-2,CC(C)=CCC\C(C)=C/CO
104-40-5,CCCCCCCCCc1ccc(O)cc1
108612-45-9,CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)C5=NC=CC(=O)N5
4394-85-8,O=CN1CCOCC1
111-76-2,CCCCOCCO
6425-39-4,C(CN1CCOCC1)OCCN2CCOCC2
125116-23-6,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3
97-74-5,CN(C)C(=S)SC(=S)N(C)C
2943-75-1,CCCCCCCC[Si](OCC)(OCC)OCC
3445-11-2,OCCN1CCCC1=O
91-76-9,Nc1nc(N)nc(n1)c2ccccc2
5232-99-5,CCOC(=O)C(C#N)=C(c1ccccc1)c2ccccc2
88-27-7,CN(C)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C
81-07-2,O=C1N[S](=O)(=O)c2ccccc12
5124-25-4,[O-][N+](=O)c1cc(ccc1Nc2ccccc2)[S](=O)(=O)Nc3ccccc3
